is_retweet,retweet_retweet_count,retweet_screen_name,retweet_text,text
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,1,AndrewJFrankli1,@NationAfrica @jamessmat Sure...Arrest all the usual suspects and crack down for the cameras on every Boda Boda operator doing business as usual!,RT @AndrewJFrankli1: @NationAfrica @jamessmat Sure...Arrest all the usual suspects and crack down for the cameras on every Boda Boda operat…
0,,,,"@SERGIOPUCHETA15 No creo jaja, ay si yo también quiero ir a una boda pero como lo voy viendo ninguno de mis amigos se quiere casar 🥲🥲"
1,3,bryoreily,"The violence that is in ODM pary is contagious imagine Jubilee a once peaceful party is doing things the ODM style this is worst than corona infection
President uhuru kenyatta disband Jubilee
Charles keter
Nairobi CBD
Boda boda
#RutoInUSA
#RutoTheTourist
Maralal
Janet
Githurai https://t.co/EseQwUZZDb",RT @bryoreily: The violence that is in ODM pary is contagious imagine Jubilee a once peaceful party is doing things the ODM style this is w…
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,46,StandardKenya,An altercation between a boda boda rider and a motorist after an accident in a city road. https://t.co/fB1Z7Qy0VB,RT @StandardKenya: An altercation between a boda boda rider and a motorist after an accident in a city road. https://t.co/fB1Z7Qy0VB
1,3,YourAnonNewsE,@AnonOpsSE Mientras tanto en #Kherson. Control. ¡Boda! #SlavaUkraini https://t.co/lI9zAkEPWJ,RT @YourAnonNewsE: @AnonOpsSE Mientras tanto en #Kherson. Control. ¡Boda! #SlavaUkraini https://t.co/lI9zAkEPWJ
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
0,,,,El regalo más grande es sin duda una de las canciones que tiene que sonar en una boda si o si y que nadie diga lo contrario
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
0,,,,"These boda guys think that everyone who wears helmet is a boda guy 
They will ask you weird questions"
1,1041,thisiskareh,"The incident has just triggered my worst experience with Boda riders, I was 7 months pregnant, when a boda guy hit my car from behind along Thika road, in less than a minute I had over 50 Boda guys surrounding my car, they blocked me, I couldn't move. This was at 6:45 ish jioni.","RT @thisiskareh: The incident has just triggered my worst experience with Boda riders, I was 7 months pregnant, when a boda guy hit my car…"
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
0,,,,"@nyanjewanyanje Personally I knocked a boda guy who was carrying a client. It was a slight knock, no one was injured. The boda guy was kind. I profusely apologized and he asked the client if she was ok and the client said yes. He told me, ""chunga barabara"" and he went away. God bless him"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,5,NationAfrica,"Nairobi court fines 200 boda boda riders Sh35, 000 each
https://t.co/rzHmwm82WH https://t.co/Xnqo1EIzYk","RT @NationAfrica: Nairobi court fines 200 boda boda riders Sh35, 000 each
https://t.co/rzHmwm82WH https://t.co/Xnqo1EIzYk"
1,7117,kansaita_,yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo,RT @kansaita_: yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo
1,95,Dreymwangi,Cancelling the entire boda boda sector will result to  increased crime rates,RT @Dreymwangi: Cancelling the entire boda boda sector will result to  increased crime rates
1,7117,kansaita_,yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo,RT @kansaita_: yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
0,,,,Has Ruto paid the fines for the boda boda guys? @RAO2022
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,25,Dreymwangi,Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r,RT @Dreymwangi: Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r
1,1,TheFlamenKings,"Si no dejamos a la gente pegando botes no nos vamos de la boda. Temazos  90 para la súper boda de Raquel y Eduardo. 👩‍❤️‍👨Felicidades!

#Bodas2022 #bodassevilla #Novios2022 #Novias2022 #MusicaBoda @MusicaBodasSVQ #musicabodasevilla #DjBoda #grupoboda #bodas #weddingplannersevilla https://t.co/BQHcXV2uWz",RT @TheFlamenKings: Si no dejamos a la gente pegando botes no nos vamos de la boda. Temazos  90 para la súper boda de Raquel y Eduardo.…
1,117,johnallannamu,Arresting and charging the boda boda riders involved in that horrifying incident is important and should happen. Harder but necessary will be to go deeper &amp; start to eliminate the culture that normalized mens preying on and brutalizing women. Both the barons and boda guys do this,RT @johnallannamu: Arresting and charging the boda boda riders involved in that horrifying incident is important and should happen. Harder…
1,84,Murathe_David_,William Ruto incited youths and now Boda Boda goons are stripping people naked. They don't want to see anybody with a car. VOTE for THE COCONUT HEAD at your Peril.,RT @Murathe_David_: William Ruto incited youths and now Boda Boda goons are stripping people naked. They don't want to see anybody with a c…
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,108,citizentvkenya,"CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW","RT @citizentvkenya: CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW"
1,3,mosenyamu,"A BODA BODA;
Feeds families
Pays rent
Pays school fees
Pays NHIF
pays 50 to corrupt kops
Pays taxes
Employs thousands 
Pays bills

But what do they do?Take you to court and fine you 35k to popularise odingaism,because of a few illiterate people.
What about banditry in Baringo? https://t.co/jTGMuAs6KZ","RT @mosenyamu: A BODA BODA;
Feeds families
Pays rent
Pays school fees
Pays NHIF
pays 50 to corrupt kops
Pays taxes
Employs thousands 
Pays…"
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,5,RadioCitizenFM,Maoni yako ni yepi kuhusiana na hotuba ya rais kuhusu sekta ya Boda boda nchini @abdimunai @OgalTina @nyambega_jared #DriveOnReloaded https://t.co/tUTi5vwvyc,RT @RadioCitizenFM: Maoni yako ni yepi kuhusiana na hotuba ya rais kuhusu sekta ya Boda boda nchini @abdimunai @OgalTina @nyambega_jared #D…
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,136,gabrieloguda,President Uhuru Kenyatta has ordered a crackdown on all Boda Boda operators in the country. Won't be long before the billionaire hustler releases a statement from London saying his businesses are being targeted.,RT @gabrieloguda: President Uhuru Kenyatta has ordered a crackdown on all Boda Boda operators in the country. Won't be long before the bill…
0,,,,"#AzimioMtaaniSamburu 

Who will you vote for 

If August ELECTIONS are held today?

Boda boda| Junet| Nairobi CBD| forest road| wheelbarrow| Ruto |UDA |ANC |FORK-KENYA |ODM| wiper| Joho| Raila |Samburu |AZIMIO| Atwoli |#RutoTheTourist |#Inawezekana |"
1,27,ntvkenya,"""You have no licence to strip our women"" - President Uhuru Kenyatta says boda boda riders will be re-registered

https://t.co/BGh46YrCzc https://t.co/i7QCAlqhhm","RT @ntvkenya: ""You have no licence to strip our women"" - President Uhuru Kenyatta says boda boda riders will be re-registered

https://t.co…"
1,3,mosenyamu,"A BODA BODA;
Feeds families
Pays rent
Pays school fees
Pays NHIF
pays 50 to corrupt kops
Pays taxes
Employs thousands 
Pays bills

But what do they do?Take you to court and fine you 35k to popularise odingaism,because of a few illiterate people.
What about banditry in Baringo? https://t.co/jTGMuAs6KZ","RT @mosenyamu: A BODA BODA;
Feeds families
Pays rent
Pays school fees
Pays NHIF
pays 50 to corrupt kops
Pays taxes
Employs thousands 
Pays…"
0,,,,TheStarKenya: Over 100 motorcycle operators were arraigned at the Milimani law court charged with riding a motor vehicle on or through a pavement. This comes after Police IG Hillary Mutyambai announced a crackdown operation against Boda Boda riders to en… https://t.co/t5iApenA6P
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,236,ShankiAustine,Ingekuwa mwanaume ame cause hio accident watu wa boda boda wangempiga na wachome gari yake,RT @ShankiAustine: Ingekuwa mwanaume ame cause hio accident watu wa boda boda wangempiga na wachome gari yake
1,18,NahashonKimemia,"Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arresting hundreds of boda boda operators in Nairobi CBD solve the issue? We, as Africans, have stupid responses to serious problems. Shida yetu huwa nini? 🤔",RT @NahashonKimemia: Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arre…
0,,,,"Boda Boda  rider almost blocked President Uhuru Kenyatta's motorcade.
Haki hawa watu wa nduthi wana toa hii nguvu wapi? https://t.co/4m9hdFgo9v"
1,486,BangBangtanEsp_,"ARTÍCULO📰 @BTS_twt

Un reportero de entretenimiento semanal estadounidense desea que ""Yours"" de Jin de BTS sea tocada en su boda✨🤩

¡La voz de Jin tocó tanto su corazón!💜

🔗 https://t.co/bEpBsJeY6i

•Ema🐰
Cr.Allkpop

#iHeartAwards #BestMusicVideo
#Butter https://t.co/uRl2EtLbdl","RT @BangBangtanEsp_: ARTÍCULO📰 @BTS_twt

Un reportero de entretenimiento semanal estadounidense desea que ""Yours"" de Jin de BTS sea tocada…"
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
0,,,,Por favor necesitamos foto boda https://t.co/xFuqRz8jdd
0,,,,Sanse after ameambia msee wa boda atoe 10k za macho ama alipe 30k mbele https://t.co/sDWUux2uY2 https://t.co/y2linSCa3K
0,,,,Most Boda guys are just brainless https://t.co/qBoJxBic7T
1,3,Absolutconcepts,"Who is your plug
We brand how you want it
&gt; We do Custom Printing on;
    &gt;&gt; Hoodies    &gt;&gt; Tshirts     &gt;&gt; Caps
    &gt;&gt; Magic mugs   &gt;&gt; Notebooks   &gt;&gt; Reflectors
 &gt; Delivery done Country wide
 &gt; Contact 0706638979
Githurai Charles Keter Nairobi Kidero boda boda Forest Road #ikokazi https://t.co/N9XhWFxoba","RT @Absolutconcepts: Who is your plug
We brand how you want it
&gt; We do Custom Printing on;
    &gt;&gt; Hoodies    &gt;&gt; Tshirts     &gt;&gt; Caps
    &gt;&gt;…"
0,,,,"@JKNjenga,do you still hold your earlier opinion that boda boda guys are (almost) untouchable?"
0,,,,"@HILLA254 He will ride that situation out, vile inafaa but achunge anaweza katisia  another set of voters ( wamama na middle class) and people who have been harassed  by boda boda lads"
0,,,,"@BarackWaluvengo I think there should be a boda boda permit, that way they will be taxed under that permit, also the bikes should report for inspection say in a month or something failure to which shall warrant an arrest, it's only then we can have sober minds on the bikes"
0,,,,@WanjikuHSC Even Ruto himself is stealing from wamama na hao BODA BODA pia
1,7,WanjikuHSC,"""UDA ni ya watu wa Boda Boda na mama mboga'' - DP Ruto.

But why are Boda Boda guys beating and stealing from wamama? https://t.co/0I5pYxMDFp","RT @WanjikuHSC: ""UDA ni ya watu wa Boda Boda na mama mboga'' - DP Ruto.

But why are Boda Boda guys beating and stealing from wamama? https…"
0,,,,"@Aaroncheruiyot @FredMatiangi Senator order please, politics aside this is a grave matter. Your lucky you have bodyguard and pistols you can scare them with, ppl have lost lives and properties in boda boda hands. As a senator you should be coming up with policies to curb the menace not inciting Kenyans."
1,697,amerix,"BODA BODA industry is a menace.

It is a breeding ground for political thuggery and criminals.

It contributes to intentional &amp; unintentional injuries that are killing young people.

Instead of taxing digital players, heavily tax the bodaboda industry. 

It is useless.","RT @amerix: BODA BODA industry is a menace.

It is a breeding ground for political thuggery and criminals.

It contributes to intentional &amp;…"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
0,,,,"Canceling Boda boda is more of a menace, not all Boda boda guys are unethical, reckless and violent.Crime rates reduced significantly since their introduction to Kenya(NCRC)

Ain't a long term solution,now inform young boys in the village to join vocational institutions ."
1,14,CisNyakundi,"If you want to know what Boda menace is, go to Kisii town. They convert every empty space into their stages. You are likely to die from a boda accident than anything. Someone once told me, the number of bodas in an place goes hand in hand with low levels of education.","RT @CisNyakundi: If you want to know what Boda menace is, go to Kisii town. They convert every empty space into their stages. You are likel…"
1,7117,kansaita_,yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo,RT @kansaita_: yo de pequeña en una boda a las 4 de la mañana https://t.co/TIJJLPqQWo
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,500,SokoAnalyst,"A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike broke into three, he broke my rim, removed my bumper &amp; flew to hit the next moving car. He was hurt badly. I panicked. I came out of my car. 

#ThreadOnBodas","RT @SokoAnalyst: A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike br…"
1,1,KatundaKingangi,@NationBreaking Boda boda guys are organized criminals ready to cause mayhem anytime any of their Members is on Wrong. They don't accept traffic rules and believes they are only Justified Road users and nobody should wrong them.Proper training is needed .,RT @KatundaKingangi: @NationBreaking Boda boda guys are organized criminals ready to cause mayhem anytime any of their Members is on Wrong.…
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,31,NuweRichard,"What has a boda boda guy, told you about muhoozi retirement!!! 😂😂💀","RT @NuweRichard: What has a boda boda guy, told you about muhoozi retirement!!! 😂😂💀"
0,,,,"🐬M.Gesicki cada año ha mejorado sus números, a pesar de los pesares.
🐬A su corta edad ya es histórico en #Dolphins
🐬Boda el fin de semana.
🐬Ahora un año con un coacheo. desarrollador: Embree - George Kittle, Frank Smith - Darren Waller, Mike McDaniel, Bevell

Bien por #MikeG https://t.co/97kuvnLHat"
1,1,SaintSupMexico,"Leí boda... donde me apunto para estar presente.

#bbil1ypn #seng_wichai https://t.co/CMIyZPh1qp","RT @SaintSupMexico: Leí boda... donde me apunto para estar presente.

#bbil1ypn #seng_wichai"
1,95,Dreymwangi,Cancelling the entire boda boda sector will result to  increased crime rates,RT @Dreymwangi: Cancelling the entire boda boda sector will result to  increased crime rates
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,2,JakOCHWEYO3,"So the order from above the office is out about the crackdown of all the boda boda sector in the country,,,, yes makosa ilifanyika which i agree the seen was not 🚫 good for our fellow gender,,,, but after that crackdown uyo jama wa io boda what next?,,,","RT @JakOCHWEYO3: So the order from above the office is out about the crackdown of all the boda boda sector in the country,,,, yes makosa il…"
1,14,Khomho_,"“Do chemical engineering, you know chemistry”

Boda Dele, my God will judge you😭","RT @Khomho_: “Do chemical engineering, you know chemistry”

Boda Dele, my God will judge you😭"
1,248,Kedrick1275,@manueelviana @anitalyyy O que se haga otro hilo de cómo se casaron en una boda que no era la suya,RT @Kedrick1275: @manueelviana @anitalyyy O que se haga otro hilo de cómo se casaron en una boda que no era la suya
0,,,,@MumbiMutuko The boda boda assault video
1,633,gabrieloguda,"We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fortify your door and electrify your fence? Stop burying your heads. This isn't a Boda Boda problem. We lost our sense of community, and we're paying for it.",RT @gabrieloguda: We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fo…
1,1,AmazingKisumu,Countrywide Crackdown On Rogue Boda Boda Riders Begins https://t.co/f4OMBeDwzo,RT @AmazingKisumu: Countrywide Crackdown On Rogue Boda Boda Riders Begins https://t.co/f4OMBeDwzo
0,,,,@STARPIRATEFOX @iFOXYBOT @THEPIRATEF0X @RockstarFoxyBOT UNA BODA?!
1,1,KisumuEveryday,Countrywide Crackdown On Rogue Boda Boda Riders Begins https://t.co/ZP0pIua1pH,RT @KisumuEveryday: Countrywide Crackdown On Rogue Boda Boda Riders Begins https://t.co/ZP0pIua1pH
1,1,MildredJAEL1,Boda boda is not a solution to big percentage of young Ppl' in the country' https://t.co/vAYOm6Cfd0,RT @MildredJAEL1: Boda boda is not a solution to big percentage of young Ppl' in the country' https://t.co/vAYOm6Cfd0
1,2,OlweroJohn,"🎊👏

#HappyWomensDay2022 

#PhanerooKuGround

Boda Boda https://t.co/yMVnHH5H94","RT @OlweroJohn: 🎊👏

#HappyWomensDay2022 

#PhanerooKuGround

Boda Boda https://t.co/yMVnHH5H94"
1,1,vinny_rop,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @vinny_rop: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that tod…"
1,2,cleanpigz,who will speak for the boda boda guy; you think they don't have a case?,RT @cleanpigz: who will speak for the boda boda guy; you think they don't have a case?
1,3,Randxy254,The difference between Bahati and Boda boda guys is the lifestyle. Money cannot feed brains or do autonomic activities.,RT @Randxy254: The difference between Bahati and Boda boda guys is the lifestyle. Money cannot feed brains or do autonomic activities.
1,18,bkairu5,"Unemployment is a silly excuse for primitive behaviour and lawlessness. Riding a boda boda is a ""job"".  We have many unemployed young people but they don't behave like animals. 

We will get closer to a solution when we stop making excuses for mediocrity, impunity &amp; lawlessness.","RT @bkairu5: Unemployment is a silly excuse for primitive behaviour and lawlessness. Riding a boda boda is a ""job"".  We have many unemploye…"
0,,,,"@Tim_Theuri @RobzKiai @NPSOfficial_KE @citizentvkenya @ntvkenya @Kiss100kenya The public is also behaving like boda bods riders, they have stolen beans form a fallen truck. Watu wako na jaa"
1,77,MihrThakar,"The boda boda business is also quite a parasite for our foreign reserves.

We are building the industries of China and India, just to employ youth in whatever way possible, while their true human potential remains untapped.","RT @MihrThakar: The boda boda business is also quite a parasite for our foreign reserves.

We are building the industries of China and Indi…"
1,388,Wordslinger__,"Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I've met a proud Boda guy who had a son joining campus off the sweat of his bike, a Bajaj Boxer. In this tough economy, they keep kids in school and necessary","RT @Wordslinger__: Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I…"
0,,,,"Me da miedo ir a una boda o fiesta y tener que montarme en una cámara 360 ° , siento la incómodidad de todos los que se han montado en una cuando veo los videos."
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
0,,,,Hundreds of Boda boda riders arrested in Nairobi fined Kshs 35k each - https://t.co/jVoDGFfDwV
0,,,,"Why Africa now I don't understand why should people drink such water can someone explain why???

Charles keter
Boda Boda 
Kidero
Nairobi CBD
Jayden
GEMA

""""COCONUT HEAD UHURU KENYATTA"""" https://t.co/c0vD6gSxea"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
1,18,lawrencekitema,It's the time to streamline the Boda Boda sector!,RT @lawrencekitema: It's the time to streamline the Boda Boda sector!
1,12,desmovd,"WEB DESIGN, SOFTWARE  &amp; MOBILE APP DEVELOPMENT TRAINING 

Become a world class full stack developer NOW!

INTAKE Ongoing

4months of 100% Practical Training.

SEE THE COURSE DETAILS HERE:
https://t.co/CeVxachNmD

Nduthi Boda Boda Eric Omondi Kroos Bahati https://t.co/zxP3rH19Xd","RT @desmovd: WEB DESIGN, SOFTWARE  &amp; MOBILE APP DEVELOPMENT TRAINING 

Become a world class full stack developer NOW!

INTAKE Ongoing

4mon…"
1,633,gabrieloguda,"We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fortify your door and electrify your fence? Stop burying your heads. This isn't a Boda Boda problem. We lost our sense of community, and we're paying for it.",RT @gabrieloguda: We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fo…
1,5,VogueSpain,"17 vestidos cortos para invitada de boda con los que triunfar en primavera
https://t.co/0zdN4z2HvF https://t.co/npMokUVCw0","RT @VogueSpain: 17 vestidos cortos para invitada de boda con los que triunfar en primavera
https://t.co/0zdN4z2HvF https://t.co/npMokUVCw0"
0,,,,"Soldados ucranianos se casan en medio de la invasión rusa.✨❤
Tras 20 años de relación dos militares ucranianos decidieron casarse en un puesto de control a las afueras de Kiev.
#Elperidr #Amor #Guerra #Boda https://t.co/xtm8ktwDU5"
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
0,,,,"Se cancela la boda banda, me tenia registrado como “cheve a domicilio.”"
0,,,,"Oye, @HoneeyMiss acuérdate que tienes que comprar un vestido para la boda.

¿Lo hice bien?"
1,2,,"Demonstrators stage a protest in Nairobi after boda-boda riders viciously attack a female motorist

Our story✍️https://t.co/zCDRsWAxGC

📸Yasuyoshi CHIBA.

#AFP https://t.co/JyenG4ChVQ","RT @OrindeHillary: Demonstrators stage a protest in Nairobi after boda-boda riders viciously attack a female motorist

Our story✍️https://t…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
0,,,,"@marthamwatha Pole kwa yaliyo kukumba. But making this about gender, so shamelessly is where most causes are lost. So, you had to mention it was A MAN for what purpose exactly?
Rogue Boda thugs are just that, thugs."
1,72,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
