inflation_index,unemployment_rate,debt_ratio,policy_rate,gdp_growth,energy_cost,fx_reserves,social_stress_index
2.0496714153011233,4.556306803191056,59.82730127900701,2.416920860594281,2.0534439684318233,100.0,49.0536861772522,71.64452384378681
2.042758200242564,4.55407647943488,59.8241809301131,2.4652359130438106,1.9219845250388112,99.32150526951278,49.64109320604505,77.75327079870522
2.062043413159734,4.53580811591215,59.82434193861809,2.4605989738712233,1.937440886264523,98.93690703268042,49.21056856739139,74.60776605295769
2.129791882937652,4.501510086600658,59.85497152054802,2.498338009837353,2.0439704937031022,97.98896615968836,48.86658125304285,74.28875862535375
2.1943440502638314,4.438699717842209,59.79655744418849,2.526123378039127,2.326097485744304,97.66176122561775,48.11710257837198,70.57928958700761
2.2295020344216816,4.398530079523642,59.77644672794914,2.644737689366169,2.4108077753166124,98.36906211463126,47.99925377141892,72.58627324161857
2.266532783882844,4.3631386715610985,59.54453454654672,2.659860141368531,2.3003998782621324,98.88985885067935,48.05083533511772,76.19248884517073
2.3369498034732143,4.339012110170807,59.36175395253878,2.5684284482979707,2.357480203436582,99.95217754700417,48.31978351321345,78.27040093029841
2.399522242097393,4.323886997658079,59.1069172841109,2.5886226723088894,2.1979440583850396,99.58903063782397,48.5716263254942,78.62966363681059
2.42753958832419,4.331278981329232,59.07459517952796,2.5542272659816003,2.3603269673097365,99.21114171599133,48.64061769170102,77.20078892638567
2.4145285204854754,4.3337021272584755,59.08577410194773,2.6560209512925983,2.0334108737243572,98.74955776672518,48.37026600308477,76.07371490006447
2.4016422737255834,4.312400801521975,59.03580041027385,2.606098480624403,2.173652811444541,99.46987117928863,47.90787819347087,74.69660187361143
2.378736101231694,4.2646582528087125,58.877938721807425,2.688796497077045,1.9603870398985777,101.2508446834354,47.83069091934713,72.83110435381055
2.3075011770096268,4.237709067162086,58.73181364379903,2.8198552712077856,1.9668946693646399,101.43079281945997,47.67385726695113,73.73149235657739
2.1942933168227996,4.245691129050045,58.67412161325675,2.873661447498866,1.8273386899171482,100.6674879044956,48.00311925157066,70.73023239776639
2.0542771299424065,4.268623459793624,58.64348751712655,2.831059834951821,2.097190225031159,99.9615659178548,48.076199822167865,72.76499742362672
1.9442759138727925,4.296809267371686,58.567552501059076,2.9329766096187626,1.9647696716620835,100.23112896239944,48.191038283638534,69.24446095000614
1.902246869973455,4.264178353743385,58.543299840926515,2.970332246620758,1.8972915957703356,100.06857445707266,48.229755447354485,70.11462143368311
1.848693274531443,4.247673086573319,58.52314261657838,3.067988154391807,2.002706772093958,99.6791616336933,48.01965494207612,67.57818397611568
1.7818239263894018,4.217585244050876,58.52916822859578,3.009426247977506,2.3120912126262634,98.82445735961498,48.19603405265919,69.01189890447723
1.7533346261249037,4.214217975197478,58.63344508000794,3.0026918925459896,2.0428135415914466,99.96736864267093,48.23718613172482,71.97039946300411
1.747586918361561,4.20033503630633,58.6773225938191,3.0288207897754647,1.5878409256896864,101.72033781294986,48.32204795600084,71.80381500464864
1.7911669407989927,4.2199185012198965,58.603616675127235,3.112379756816695,1.09344241629751,104.17727985643222,48.37039337181232,72.48382667569582
1.738400398065257,4.235958728677939,58.437487628216566,3.020420325826699,1.3653774007475121,106.09951559981806,48.530026655789406,66.85724579357384
1.6750136411968999,4.199174847399923,58.32102788634523,2.8820547652134567,0.9843497567810481,106.84282769400208,49.27427470473379,64.21349562032138
1.613073363829274,4.14248818603701,58.30680849139602,2.6116681166032603,1.350826405745555,107.61936862411396,50.16436015270309,59.0209922809689
1.56025824008802,4.1357986869593235,58.18827269358483,2.6134429680033073,1.3237002750753237,108.39606452156954,51.0360070323516,63.09089041200852
1.5381124744424612,4.193949624741835,58.09765975714208,2.500568190472304,1.8928472720709266,109.21556238372686,51.14595039299388,63.00165384576175
1.492247999475947,4.2572744688972195,58.13483186335526,2.3189163538860966,1.7039073236786768,109.27269401574223,51.7500404122244,66.06350280588829
1.4750268520970664,4.27666819141603,58.27755629201838,2.1548454616257184,1.9589929848169032,107.20255098223662,51.722500354188895,64.5960675113774
1.4252255503656839,4.295380882200305,58.49508229752516,2.123561426156194,1.8942214031447715,105.12033411373768,52.38724500465042,63.302898279521884
1.4571881444485593,4.278020700238741,58.51162395850599,2.221678229542244,2.3827691400658555,103.96541250280639,52.379555264682686,60.73291302296442
1.4984239560332797,4.274939107359949,58.39794680647541,2.3291832452754853,2.567801555616342,104.69281997679805,52.44835680424518,62.39886976627361
1.5244596237271164,4.269870002634821,58.03751617635336,2.336514950788965,2.7630421240480163,105.73915243101715,52.15930363942075,62.68818031179699
1.5161708490074284,4.305561721512454,57.71754196187862,2.219005863343899,2.4943626034452033,105.77103678679795,51.70023824021933,64.37582176733375
1.467637193446637,4.387357454384222,57.53809154226644,2.140576139155536,2.618415475176903,103.85142937599055,52.06774787044845,60.88112309567257
1.4613226886845343,4.458825120563122,57.58237613433653,2.2152101967070283,2.206926561579315,101.45739593044846,52.238920846877,62.68178853590854
1.3622676827229998,4.522687994761801,57.66585189694866,2.179617126741563,2.048019175014699,99.46073531206609,52.34902978324566,61.70845031809451
1.259634596797218,4.540845912434945,57.684060761553866,2.192985229207727,1.7094114703425352,98.77300249002701,51.24525461267038,60.68859887065965
1.1566014322335818,4.5230589813011965,57.62188082227083,2.1761924925794998,2.3592648389141906,98.89655725351362,50.957504006563035,57.23788744384927
1.1435061577991188,4.484188647051919,57.588119026011384,2.312955353905943,2.5197487950753,100.5344373953641,50.400245654923786,57.046329829924126
1.1803960277009355,4.4289261485033675,57.60690246729852,2.365075283609957,2.483846805287211,102.29950163571692,50.73064745970468,56.9798367185978
1.2068689136608401,4.396496838525774,57.56388582559665,2.4903777809391525,1.8276173566536402,103.33120068794489,50.448992390203756,57.95851535399603
1.1986894571012547,4.385115797104124,57.527195104257146,2.4238611717091767,2.0397683671020026,102.76313101893741,50.49149307944842,55.46765128013836
1.135513658156423,4.37784839925504,57.50160815568259,2.3433029096138376,2.2596570085481935,102.25243869354178,50.694977475570305,55.50550061346195
1.0521979950113756,4.402027625333649,57.55607364033782,2.129912494638029,2.7038366256073942,101.38510761989109,51.489351968367366,56.97731029351065
0.9635644960206449,4.424734621796136,57.63727598661196,2.1487321503866705,2.444529035762251,100.85745656810558,52.40022467340619,60.210154996476774
0.9594524709161255,4.444089317002108,57.84395963778727,2.1643749306546733,2.163600233741909,100.60018900111464,53.259502722698244,59.54293364121827
0.9907891957437119,4.432205505824368,58.071360455361024,2.0203633918685378,1.8566371142608442,101.06063474010473,53.671323797464765,62.21212478622135
0.9787125410912001,4.431587430858328,58.27826836879376,1.880401759089537,2.018682131994512,101.69993148870164,54.338490790227496,57.67736003734117
0.9422012778778841,4.449762920701219,58.248328847017554,1.859546044933183,1.966306545745167,102.26392207778333,54.63299298395128,60.37959925602243
0.8813999956650757,4.463809156024042,58.23742892228062,2.0467280069101537,1.935516376232637,101.45045844407626,55.17632818357151,54.85215379999331
0.8568026519541596,4.457059484097584,58.23099330254215,2.1011008507013105,1.83707038768778,100.83789332333362,55.750652863764,54.73711223167115
0.841791718891446,4.429578791817414,58.28675097773245,2.0597053564280525,1.9495319882917428,99.5500764113246,56.84012867334624,51.07750524547102
0.8739835125924746,4.384678542388455,58.26244555410202,1.963910006311517,2.081624410027823,98.84174620334478,57.351091675677516,52.09470182557133
0.9597820436075751,4.326371255985912,58.22121280689447,2.0214845595166833,2.204128076589919,97.04336769199604,57.4357755113806,55.094262328383
0.9972174475538922,4.27486168091766,58.26447029958342,1.898584933171169,2.3319550869880246,96.16119800253881,57.23943600711618,57.370577617645814
0.9899791215553037,4.269291186908154,58.405616531220595,1.9409230645129234,2.361614563237163,95.94942143921338,56.8061984436876,55.69074278515817
0.9627402392996274,4.285751123962122,58.59713779070753,2.0421082644744346,2.286744280052814,95.37381122813356,56.960713494366736,52.90557677413892
0.9959934453887843,4.301276156428994,58.67537852294578,2.067352911500471,2.097416424793602,94.88542617464155,57.03131403761836,51.10477515995692
1.0235812560781385,4.317542747666747,58.773703553511304,1.9730569710579695,2.1885188682608834,93.6345241574494,57.65350455834787,52.97787347747812
1.0339383198319139,4.330589936334928,58.826513960686476,1.7964449502696131,2.235065028877538,93.72323910364558,57.55172019647299,54.51632796538389
0.9748993802147427,4.360797574653319,58.831731117216684,1.7125417410841237,2.1808865825527604,93.64338996220931,57.01173549264316,53.931104086124606
0.8919593610563922,4.379883433628272,58.80818965810522,1.856442297282612,2.2944129393524966,95.1216492099126,56.17576486445349,53.399266192447065
0.8422921685333087,4.399026962906157,58.69991723221665,1.8460373357417683,2.13049511405512,97.54665815147797,55.60519711205075,57.130818776887345
0.8747108094294537,4.385532933707853,58.61284683664823,1.9208326630857402,2.3703740948562992,98.66038269783775,55.701398150354926,57.98471245126972
0.9446026670756099,4.325617671070482,58.51716359457938,1.7358705388731428,2.4469932107162813,99.03736749772281,56.05287299735159,57.18545938161708
1.0208614272383605,4.2577683360700265,58.507409748298564,1.7912231550016358,2.7239466270182695,98.00464042994533,56.446854453884384,54.535715287733545
